trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.9999998750000026}",25,0,-108.7498199006321,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
2,False,"{'a': 0.4, 'e': 0.9999995000000417}",25,0,-128.46372283929145,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
3,False,"{'a': 0.4, 'e': 0.9999988750002109}",30,5,-221.35997535012572,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",1
4,False,"{'a': 0.4, 'e': 0.9999980000006666}",30,0,-115.13263999888265,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.9999968750016276}",20,0,-83.42806115392865,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
6,False,"{'a': 0.4, 'e': 0.999995500003375}",25,0,-137.80495953414317,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
7,False,"{'a': 0.4, 'e': 0.9999938750062526}",25,0,-212.1101664179817,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 3}",0
8,False,"{'a': 0.4, 'e': 0.9999920000106667}",20,0,-80.60476872400507,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
9,False,"{'a': 0.4, 'e': 0.9999898750170859}",25,0,-76.98614776364074,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
10,False,"{'a': 0.4, 'e': 0.9999875000260416}",30,0,-143.49796418524798,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
11,False,"{'a': 0.4, 'e': 0.9999848750381276}",20,5,7.186706678233415,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.4, 'e': 0.999982000054}",20,0,-77.11475188601545,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.4, 'e': 0.9999788750743775}",30,12,-22.228181531094027,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
14,False,"{'a': 0.4, 'e': 0.9999755001000415}",20,0,-98.83434578729762,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
15,False,"{'a': 0.4, 'e': 0.9999718751318357}",25,4,-67.88775516838655,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 0}",1
16,False,"{'a': 0.4, 'e': 0.9999680001706663}",35,1,-248.6785373333667,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 5}",1
17,False,"{'a': 0.4, 'e': 0.9999638752175021}",25,12,-108.40297076348234,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 2}",1
18,False,"{'a': 0.4, 'e': 0.9999595002733742}",20,0,-52.560856206539405,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
19,False,"{'a': 0.4, 'e': 0.9999548753393765}",30,0,-146.00319311761493,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
20,False,"{'a': 0.4, 'e': 0.9999500004166653}",25,3,-106.42877401226131,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 1}",1
21,False,"{'a': 0.4, 'e': 0.999944875506459}",20,0,-28.278952161089528,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
22,False,"{'a': 0.4, 'e': 0.9999395006100392}",20,0,-164.04578370430684,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
23,False,"{'a': 0.4, 'e': 0.9999338757287494}",30,0,-147.60969971314813,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
24,False,"{'a': 0.4, 'e': 0.9999280008639958}",20,0,-151.60450189936606,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
25,False,"{'a': 0.4, 'e': 0.9999218760172474}",30,0,-109.14740497091391,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
26,False,"{'a': 0.4, 'e': 0.9999155011900349}",20,0,-94.55576588642148,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.4, 'e': 0.9999088763839525}",20,0,-253.9320199773982,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 5}",0
28,False,"{'a': 0.4, 'e': 0.9999020016006562}",20,0,-30.158817264612086,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
29,False,"{'a': 0.4, 'e': 0.9998948768418647}",25,0,-113.7012869433166,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
30,False,"{'a': 0.4, 'e': 0.9998875021093592}",20,0,-121.21217360149114,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
31,False,"{'a': 0.4, 'e': 0.9998798774049833}",30,0,-214.69671358451063,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
32,False,"{'a': 0.4, 'e': 0.9998720027306434}",20,0,-96.66048053182578,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
33,False,"{'a': 0.4, 'e': 0.9998638780883079}",20,0,-186.32609546703003,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
34,False,"{'a': 0.4, 'e': 0.9998555034800082}",20,0,-44.87240473179235,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
35,False,"{'a': 0.4, 'e': 0.9998468789078377}",25,0,-111.78995677647038,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
36,False,"{'a': 0.4, 'e': 0.9998380043739528}",20,0,-91.8080086689457,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
37,False,"{'a': 0.4, 'e': 0.9998288798805719}",30,0,-126.0669742651174,"{0: 14, 1: 5, 2: 10, 3: 1, 4: 0}",0
38,False,"{'a': 0.4, 'e': 0.9998195054299763}",20,0,-94.3280837843636,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
39,False,"{'a': 0.4, 'e': 0.9998098810245096}",25,0,-35.26491153610819,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
40,False,"{'a': 0.4, 'e': 0.9998000066665778}",25,0,-132.4872909753723,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
41,False,"{'a': 0.4, 'e': 0.9997898823586495}",30,0,-31.729985507397412,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
42,False,"{'a': 0.4, 'e': 0.9997795081032559}",30,0,-78.82814223733433,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
43,False,"{'a': 0.4, 'e': 0.9997688839029905}",30,0,-44.92066242368669,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
44,False,"{'a': 0.4, 'e': 0.9997580097605092}",20,0,-213.45831717383058,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 4}",0
45,False,"{'a': 0.4, 'e': 0.9997468856785308}",20,12,7.9684315857747485,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.4, 'e': 0.9997355116598361}",20,0,-140.6538634797342,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 2}",0
47,False,"{'a': 0.4, 'e': 0.9997238877072687}",25,0,-130.5801456144362,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.4, 'e': 0.9997120138237345}",20,0,-174.79372185137865,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
49,False,"{'a': 0.4, 'e': 0.9996998900122023}",35,0,-101.34852085514007,"{0: 25, 1: 3, 2: 4, 3: 2, 4: 1}",0
50,False,"{'a': 0.4, 'e': 0.9996875162757026}",30,0,-100.62133051929189,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.4, 'e': 0.9996748926173291}",30,0,-86.92039021108599,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
52,False,"{'a': 0.4, 'e': 0.9996620190402377}",20,0,-77.30145532855056,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
53,False,"{'a': 0.4, 'e': 0.9996488955476466}",30,0,-310.9132226530808,"{0: 12, 1: 6, 2: 5, 3: 2, 4: 5}",0
54,False,"{'a': 0.4, 'e': 0.9996355221428369}",20,0,-84.82251656507553,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
55,False,"{'a': 0.4, 'e': 0.9996218988291519}",20,0,-62.54300486677895,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
56,False,"{'a': 0.4, 'e': 0.9996080256099974}",20,0,-141.61079232297578,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
57,False,"{'a': 0.4, 'e': 0.9995939024888416}",25,0,-200.9446811727976,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
58,False,"{'a': 0.4, 'e': 0.9995795294692156}",20,6,-38.23265270619407,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
59,False,"{'a': 0.4, 'e': 0.9995649065547122}",25,13,-71.50678301710202,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
60,False,"{'a': 0.4, 'e': 0.9995500337489875}",20,0,-153.44616268987792,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
61,False,"{'a': 0.4, 'e': 0.9995349110557595}",20,0,-157.66701708179218,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
62,False,"{'a': 0.4, 'e': 0.999519538478809}",20,12,-3.067412438642232,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.4, 'e': 0.9995039160219791}",20,0,-81.86379306221274,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.4, 'e': 0.9994880436891754}",20,0,-81.08519204043566,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.4, 'e': 0.9994719214843659}",25,0,-125.38396616922846,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
66,False,"{'a': 0.4, 'e': 0.9994555494115813}",20,0,-94.79446902587155,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
67,False,"{'a': 0.4, 'e': 0.9994389274749146}",25,0,-150.82308770480316,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
68,False,"{'a': 0.4, 'e': 0.9994220556785212}",20,0,-176.25920886909893,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
69,False,"{'a': 0.4, 'e': 0.999404934026619}",20,0,-187.3201454659325,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
70,False,"{'a': 0.4, 'e': 0.9993875625234886}",20,6,-52.28188714942639,"{0: 6, 1: 3, 2: 5, 3: 0, 4: 0}",1
71,False,"{'a': 0.4, 'e': 0.9993699411734727}",35,0,-197.2116042381293,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
72,False,"{'a': 0.4, 'e': 0.9993520699809768}",20,0,-12.119992648872204,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.4, 'e': 0.9993339489504686}",20,0,-85.75024243962943,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
74,False,"{'a': 0.4, 'e': 0.9993155780864782}",20,0,-112.79183166941849,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.4, 'e': 0.9992969573935987}",20,0,-82.31829938449474,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
76,False,"{'a': 0.4, 'e': 0.9992780868764849}",35,0,-100.12694408631255,"{0: 24, 1: 2, 2: 8, 3: 0, 4: 1}",0
77,False,"{'a': 0.4, 'e': 0.9992589665398547}",30,0,-151.06129460108338,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.4, 'e': 0.999239596388488}",20,0,-77.31102602171498,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.4, 'e': 0.9992199764272274}",25,0,-99.26869159452974,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.4, 'e': 0.9992001066609779}",35,0,-188.8592913510414,"{0: 20, 1: 6, 2: 6, 3: 0, 4: 3}",0
81,False,"{'a': 0.4, 'e': 0.999179987094707}",25,0,-140.7525085121545,"{0: 11, 1: 4, 2: 7, 3: 3, 4: 0}",0
82,False,"{'a': 0.4, 'e': 0.9991596177334445}",25,0,-99.12600175222653,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.4, 'e': 0.9991389985822827}",20,0,-190.44862419774597,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
84,False,"{'a': 0.4, 'e': 0.9991181296463766}",25,0,-86.14268229920255,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.4, 'e': 0.9990970109309432}",25,6,-100.1734364651429,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
86,False,"{'a': 0.4, 'e': 0.9990756424412622}",20,0,-86.22689928989479,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.4, 'e': 0.999054024182676}",20,0,-54.24056028342594,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
88,False,"{'a': 0.4, 'e': 0.9990321561605888}",20,9,-52.94353987913734,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.4, 'e': 0.9990100383804678}",20,0,-28.813260821847887,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.4, 'e': 0.9989876708478425}",20,0,-158.8308583490359,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
91,False,"{'a': 0.4, 'e': 0.9989650535683046}",25,2,-161.97359795532773,"{0: 10, 1: 2, 2: 9, 3: 0, 4: 2}",1
92,False,"{'a': 0.4, 'e': 0.9989421865475084}",20,0,-73.83291864462112,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
93,False,"{'a': 0.4, 'e': 0.9989190697911708}",20,0,-101.0285332525161,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
94,False,"{'a': 0.4, 'e': 0.9988957033050712}",30,0,-117.94855681879935,"{0: 15, 1: 5, 2: 9, 3: 1, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.9988720870950507}",25,0,-267.77170534500186,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 5}",0
96,False,"{'a': 0.4, 'e': 0.9988482211670138}",20,0,-107.03541758963404,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
97,False,"{'a': 0.4, 'e': 0.9988241055269267}",25,0,-96.42654342885012,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
98,False,"{'a': 0.4, 'e': 0.9987997401808185}",20,0,-102.00674223144279,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
99,False,"{'a': 0.4, 'e': 0.9987751251347804}",20,7,-12.240296569255491,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.4, 'e': 0.9987502603949663}",25,3,-201.40288051293916,"{0: 7, 1: 5, 2: 7, 3: 0, 4: 3}",1
101,False,"{'a': 0.4, 'e': 0.9987251459675922}",25,0,-36.88577637483862,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
102,False,"{'a': 0.4, 'e': 0.9986997818589368}",20,0,-104.62244820158115,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
103,False,"{'a': 0.4, 'e': 0.9986741680753413}",20,0,-160.37823924560686,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
104,False,"{'a': 0.4, 'e': 0.9986483046232089}",20,0,-51.10436526456377,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
105,False,"{'a': 0.4, 'e': 0.9986221915090054}",30,0,-162.53979025617122,"{0: 15, 1: 7, 2: 6, 3: 0, 4: 2}",0
106,False,"{'a': 0.4, 'e': 0.9985958287392593}",25,0,-115.98973762478069,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
107,False,"{'a': 0.4, 'e': 0.9985692163205613}",25,0,-177.63084893725159,"{0: 15, 1: 5, 2: 1, 3: 0, 4: 4}",0
108,False,"{'a': 0.4, 'e': 0.9985423542595644}",25,0,-224.4385366515815,"{0: 10, 1: 2, 2: 9, 3: 1, 4: 3}",0
109,False,"{'a': 0.4, 'e': 0.9985152425629842}",20,0,-38.298655316207785,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
110,False,"{'a': 0.4, 'e': 0.9984878812375985}",25,14,-80.71578463383626,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 1}",1
111,False,"{'a': 0.4, 'e': 0.9984602702902475}",30,0,-91.58053257272762,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
112,False,"{'a': 0.4, 'e': 0.9984324097278344}",35,0,-203.43841380520988,"{0: 21, 1: 3, 2: 7, 3: 1, 4: 3}",0
113,False,"{'a': 0.4, 'e': 0.9984042995573239}",20,0,-123.2054071269388,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
114,False,"{'a': 0.4, 'e': 0.9983759397857438}",30,0,-168.86656124921922,"{0: 13, 1: 5, 2: 11, 3: 0, 4: 1}",0
115,False,"{'a': 0.4, 'e': 0.998347330420184}",30,16,-31.407647425768175,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
116,False,"{'a': 0.4, 'e': 0.9983184714677966}",20,0,-81.10535651310103,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
117,False,"{'a': 0.4, 'e': 0.9982893629357967}",20,0,-77.38179771871377,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
118,False,"{'a': 0.4, 'e': 0.9982600048314613}",20,0,-103.84207539791107,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
119,False,"{'a': 0.4, 'e': 0.9982303971621297}",20,0,-153.99922790106703,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
120,False,"{'a': 0.4, 'e': 0.9982005399352042}",20,0,-76.60392119836116,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
121,False,"{'a': 0.4, 'e': 0.9981704331581488}",25,0,-76.4215438987432,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
122,False,"{'a': 0.4, 'e': 0.9981400768384904}",20,0,-149.22713571234434,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.4, 'e': 0.9981094709838179}",20,0,-79.38354279871618,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
124,False,"{'a': 0.4, 'e': 0.9980786156017829}",25,0,-81.60116117465816,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
125,False,"{'a': 0.4, 'e': 0.9980475107000991}",35,0,-95.81260718720523,"{0: 23, 1: 5, 2: 6, 3: 0, 4: 1}",0
126,False,"{'a': 0.4, 'e': 0.9980161562865429}",30,5,-121.66345288682172,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",1
127,False,"{'a': 0.4, 'e': 0.9979845523689529}",20,0,-86.31772950216973,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
128,False,"{'a': 0.4, 'e': 0.99795269895523}",30,0,-222.76844437764757,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
129,False,"{'a': 0.4, 'e': 0.9979205960533374}",30,0,-110.70460037316946,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
130,False,"{'a': 0.4, 'e': 0.9978882436713011}",20,0,-52.78479397463485,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.4, 'e': 0.9978556418172091}",20,12,-14.041167870131003,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.4, 'e': 0.9978227904992117}",25,0,-238.05485502621485,"{0: 6, 1: 6, 2: 10, 3: 0, 4: 3}",0
133,False,"{'a': 0.4, 'e': 0.9977896897255221}",20,0,-188.7816981947555,"{0: 9, 1: 6, 2: 1, 3: 0, 4: 4}",0
134,False,"{'a': 0.4, 'e': 0.9977563395044151}",20,0,-146.365450430083,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
135,False,"{'a': 0.4, 'e': 0.9977227398442284}",25,0,-170.88186100530842,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
136,False,"{'a': 0.4, 'e': 0.9976888907533621}",25,0,-211.4164626791207,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
137,False,"{'a': 0.4, 'e': 0.9976547922402782}",20,0,-71.7872240382839,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.4, 'e': 0.9976204443135014}",20,0,-25.163107780127795,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.4, 'e': 0.9975858469816188}",20,0,-164.26291241714864,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
140,False,"{'a': 0.4, 'e': 0.9975510002532796}",30,0,-157.852562914672,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
141,False,"{'a': 0.4, 'e': 0.9975159041371955}",20,0,-73.0904882699771,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
142,False,"{'a': 0.4, 'e': 0.9974805586421406}",20,0,-95.88730571862257,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
143,False,"{'a': 0.4, 'e': 0.9974449637769512}",20,9,0.16440632235287844,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.9974091195505261}",30,0,-138.9939260029154,"{0: 16, 1: 9, 2: 3, 3: 0, 4: 2}",0
145,False,"{'a': 0.4, 'e': 0.9973730259718263}",25,0,-50.27540812595411,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
146,False,"{'a': 0.4, 'e': 0.9973366830498752}",25,0,-167.7092232532043,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
147,False,"{'a': 0.4, 'e': 0.9973000907937586}",20,0,-159.9247554040002,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
148,False,"{'a': 0.4, 'e': 0.9972632492126244}",30,0,-304.76558267918386,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 6}",0
149,False,"{'a': 0.4, 'e': 0.9972261583156831}",30,0,-111.14552836776127,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
150,False,"{'a': 0.4, 'e': 0.9971888181122075}",20,0,-78.29878961916015,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
151,False,"{'a': 0.4, 'e': 0.9971512286115325}",35,0,-168.2629453268822,"{0: 17, 1: 7, 2: 9, 3: 1, 4: 1}",0
152,False,"{'a': 0.4, 'e': 0.9971133898230555}",25,0,-65.84948119201582,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
153,False,"{'a': 0.4, 'e': 0.9970753017562363}",20,0,-33.742049251619044,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
154,False,"{'a': 0.4, 'e': 0.9970369644205967}",20,0,-94.6341590553502,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
155,False,"{'a': 0.4, 'e': 0.9969983778257214}",30,0,-33.359360610792365,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
156,False,"{'a': 0.4, 'e': 0.9969595419812568}",25,0,-69.34724794841884,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
157,False,"{'a': 0.4, 'e': 0.9969204568969118}",20,0,-36.18181911295449,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
158,False,"{'a': 0.4, 'e': 0.9968811225824579}",30,0,-97.17914500227339,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
159,False,"{'a': 0.4, 'e': 0.9968415390477284}",20,0,-72.10838484276161,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.4, 'e': 0.9968017063026194}",25,0,-147.37211983206478,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
161,False,"{'a': 0.4, 'e': 0.996761624357089}",25,0,-114.79357430904503,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
162,False,"{'a': 0.4, 'e': 0.9967212932211577}",20,14,-34.355025464354554,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.4, 'e': 0.9966807129049083}",20,0,-114.63011322543996,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
164,False,"{'a': 0.4, 'e': 0.9966398834184859}",30,0,-139.02488654880617,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
165,False,"{'a': 0.4, 'e': 0.9965988047720977}",20,11,-12.51700435375365,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.9965574769760137}",20,0,-40.99562279299321,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
167,False,"{'a': 0.4, 'e': 0.9965159000405656}",25,0,-77.20361688203032,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
168,False,"{'a': 0.4, 'e': 0.9964740739761475}",20,0,-92.88610221521085,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
169,False,"{'a': 0.4, 'e': 0.9964319987932163}",30,0,-174.23398430379223,"{0: 16, 1: 7, 2: 4, 3: 0, 4: 3}",0
170,False,"{'a': 0.4, 'e': 0.9963896745022904}",20,2,-42.93073226942618,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.9963471011139512}",30,0,-137.53164756778523,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
172,False,"{'a': 0.4, 'e': 0.996304278638842}",20,0,-96.85156022522577,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
173,False,"{'a': 0.4, 'e': 0.9962612070876682}",20,0,-39.654795578313234,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
174,False,"{'a': 0.4, 'e': 0.9962178864711978}",25,0,-116.37099435405183,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
175,False,"{'a': 0.4, 'e': 0.996174316800261}",25,0,-137.7834846812138,"{0: 10, 1: 7, 2: 6, 3: 1, 4: 1}",0
176,False,"{'a': 0.4, 'e': 0.9961304980857502}",25,0,-138.0607689572554,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
177,False,"{'a': 0.4, 'e': 0.99608643033862}",20,0,-66.4345359876779,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.4, 'e': 0.9960421135698875}",20,2,-65.65050104025167,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
179,False,"{'a': 0.4, 'e': 0.9959975477906318}",20,0,-15.1995027004401,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.4, 'e': 0.9959527330119943}",20,0,-79.68237754614304,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
181,False,"{'a': 0.4, 'e': 0.9959076692451787}",25,0,-153.90454654586958,"{0: 11, 1: 4, 2: 7, 3: 2, 4: 1}",0
182,False,"{'a': 0.4, 'e': 0.9958623565014509}",25,0,-96.21343517248684,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
183,False,"{'a': 0.4, 'e': 0.9958167947921394}",20,0,-118.29401478590822,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
184,False,"{'a': 0.4, 'e': 0.9957709841286342}",20,0,-64.8041718923632,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
