trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
679,False,"{'a': 0.4, 'e': 0.9429212912231383}",35,0,-88.00999758922694,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
680,False,"{'a': 0.4, 'e': 0.9427546655283462}",25,0,-86.71108858061652,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
681,False,"{'a': 0.4, 'e': 0.9425878041448927}",20,6,-88.88943242018534,"{0: 6, 1: 2, 2: 5, 3: 0, 4: 1}",1
682,False,"{'a': 0.4, 'e': 0.9424207071144931}",20,0,-17.783691511965788,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
683,False,"{'a': 0.4, 'e': 0.9422533744789217}",25,0,-107.13997606896066,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
684,False,"{'a': 0.4, 'e': 0.9420858062800114}",20,0,-121.7958494698624,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
685,False,"{'a': 0.4, 'e': 0.9419180025596545}",25,0,-36.08392054783655,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
686,False,"{'a': 0.4, 'e': 0.9417499633598019}",25,0,-79.46688042343938,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
687,False,"{'a': 0.4, 'e': 0.9415816887224634}",20,0,-164.29619741400785,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
688,False,"{'a': 0.4, 'e': 0.9414131786897075}",25,0,-181.65763000646416,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
689,False,"{'a': 0.4, 'e': 0.941244433303662}",20,0,-113.03184840094448,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
690,False,"{'a': 0.4, 'e': 0.941075452606513}",30,0,-132.15711212152672,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
691,False,"{'a': 0.4, 'e': 0.9409062366405058}",20,0,-52.03396827953431,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
692,False,"{'a': 0.4, 'e': 0.9407367854479443}",20,0,-73.17839092092986,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
693,False,"{'a': 0.4, 'e': 0.9405670990711913}",30,0,-115.0099580914316,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
694,False,"{'a': 0.4, 'e': 0.9403971775526684}",20,0,-138.55141048246784,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
695,False,"{'a': 0.4, 'e': 0.9402270209348561}",30,0,-248.31925505475095,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 5}",0
696,False,"{'a': 0.4, 'e': 0.9400566292602934}",20,0,-66.16061167800322,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
697,False,"{'a': 0.4, 'e': 0.9398860025715783}",20,0,-53.39045694934734,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
698,False,"{'a': 0.4, 'e': 0.9397151409113674}",35,18,-28.7071806623399,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
699,False,"{'a': 0.4, 'e': 0.9395440443223763}",20,8,-46.26854640198325,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
700,False,"{'a': 0.4, 'e': 0.9393727128473789}",30,21,-52.51375776929645,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
701,False,"{'a': 0.4, 'e': 0.9392011465292083}",25,0,-59.335579364902266,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
702,False,"{'a': 0.4, 'e': 0.9390293454107558}",25,0,-148.68540376495733,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
703,False,"{'a': 0.4, 'e': 0.9388573095349719}",25,0,-134.91822404016148,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
704,False,"{'a': 0.4, 'e': 0.9386850389448655}",20,0,-69.8106715910239,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
705,False,"{'a': 0.4, 'e': 0.9385125336835043}",20,0,-58.78939689135952,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
706,False,"{'a': 0.4, 'e': 0.9383397937940146}",30,0,-99.26868260572029,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
707,False,"{'a': 0.4, 'e': 0.9381668193195812}",20,0,-53.008894574567485,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
708,False,"{'a': 0.4, 'e': 0.937993610303448}",20,0,-28.020588910333267,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
709,False,"{'a': 0.4, 'e': 0.937820166788917}",20,0,-129.57057154378703,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
710,False,"{'a': 0.4, 'e': 0.9376464888193493}",25,0,-80.94884570032006,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
711,False,"{'a': 0.4, 'e': 0.9374725764381642}",20,0,-44.19814355016639,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
712,False,"{'a': 0.4, 'e': 0.9372984296888399}",20,1,-54.524485267913775,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
713,False,"{'a': 0.4, 'e': 0.937124048614913}",30,0,-69.76724519907536,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
714,False,"{'a': 0.4, 'e': 0.9369494332599789}",20,0,-93.8027635992065,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
715,False,"{'a': 0.4, 'e': 0.9367745836676913}",30,0,-118.00570331935161,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
716,False,"{'a': 0.4, 'e': 0.9365994998817627}",20,0,-134.30081471984084,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
717,False,"{'a': 0.4, 'e': 0.936424181945964}",20,0,-136.09555895811334,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
718,False,"{'a': 0.4, 'e': 0.9362486299041247}",25,8,-82.37125705290279,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
719,False,"{'a': 0.4, 'e': 0.9360728438001329}",25,0,-74.66540916197717,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
720,False,"{'a': 0.4, 'e': 0.9358968236779348}",25,0,-268.8269678262635,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 6}",0
721,False,"{'a': 0.4, 'e': 0.9357205695815358}",20,0,-157.46892761548776,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
722,False,"{'a': 0.4, 'e': 0.9355440815549994}",20,0,-42.9707171031534,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
723,False,"{'a': 0.4, 'e': 0.9353673596424472}",25,7,-118.31392248286285,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 2}",1
724,False,"{'a': 0.4, 'e': 0.9351904038880602}",30,8,-153.5955177993442,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 3}",1
725,False,"{'a': 0.4, 'e': 0.935013214336077}",20,0,-135.97916711600706,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
726,False,"{'a': 0.4, 'e': 0.9348357910307951}",20,0,-114.21123807149255,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
727,False,"{'a': 0.4, 'e': 0.9346581340165703}",25,0,-118.32877672073472,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
728,False,"{'a': 0.4, 'e': 0.9344802433378168}",25,0,-78.73097877849398,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
729,False,"{'a': 0.4, 'e': 0.9343021190390074}",20,0,-108.85324218231894,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
730,False,"{'a': 0.4, 'e': 0.9341237611646731}",20,0,-44.23738265280839,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
731,False,"{'a': 0.4, 'e': 0.9339451697594033}",20,0,-65.23697423804536,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
732,False,"{'a': 0.4, 'e': 0.933766344867846}",20,10,-12.661248883523475,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.9335872865347074}",30,0,-282.8891008313881,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 5}",0
734,False,"{'a': 0.4, 'e': 0.933407994804752}",20,0,-23.803855325586213,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
735,False,"{'a': 0.4, 'e': 0.9332284697228027}",25,0,-161.16110282683627,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
736,False,"{'a': 0.4, 'e': 0.9330487113337409}",25,0,-105.40456833408456,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
737,False,"{'a': 0.4, 'e': 0.9328687196825061}",20,0,-100.33752454891014,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
738,False,"{'a': 0.4, 'e': 0.9326884948140962}",20,0,-93.97932776410286,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
739,False,"{'a': 0.4, 'e': 0.9325080367735674}",25,0,-108.86680267999535,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
740,False,"{'a': 0.4, 'e': 0.9323273456060345}",25,2,-88.37591982030446,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
741,False,"{'a': 0.4, 'e': 0.9321464213566698}",20,0,-76.5827894184471,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
742,False,"{'a': 0.4, 'e': 0.9319652640707048}",25,0,-137.54672266418177,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
743,False,"{'a': 0.4, 'e': 0.9317838737934285}",30,0,-149.9832421826207,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
744,False,"{'a': 0.4, 'e': 0.9316022505701886}",25,2,-61.533901391735014,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 0}",1
745,False,"{'a': 0.4, 'e': 0.931420394446391}",25,0,-120.37929846063821,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
746,False,"{'a': 0.4, 'e': 0.9312383054674996}",25,0,-101.18161106848558,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
747,False,"{'a': 0.4, 'e': 0.9310559836790367}",25,0,-34.65217557305757,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
748,False,"{'a': 0.4, 'e': 0.9308734291265828}",25,0,-53.589444529254045,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
749,False,"{'a': 0.4, 'e': 0.9306906418557763}",20,0,-55.197049417320486,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
750,False,"{'a': 0.4, 'e': 0.9305076219123143}",25,0,-126.6697580581573,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
751,False,"{'a': 0.4, 'e': 0.9303243693419516}",25,0,-133.1065445269542,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
752,False,"{'a': 0.4, 'e': 0.9301408841905014}",25,6,-83.35462741480849,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
753,False,"{'a': 0.4, 'e': 0.9299571665038351}",25,0,-20.867718699386206,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
754,False,"{'a': 0.4, 'e': 0.929773216327882}",20,0,-96.5242979251364,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
755,False,"{'a': 0.4, 'e': 0.9295890337086297}",20,0,-85.52363188341955,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
756,False,"{'a': 0.4, 'e': 0.9294046186921237}",20,0,-175.1405571702859,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
757,False,"{'a': 0.4, 'e': 0.9292199713244679}",20,0,-35.763354872476555,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
758,False,"{'a': 0.4, 'e': 0.9290350916518241}",30,0,-149.3821198241337,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
759,False,"{'a': 0.4, 'e': 0.9288499797204122}",20,0,-74.8670225348195,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
760,False,"{'a': 0.4, 'e': 0.9286646355765102}",25,0,-107.99390515894714,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
761,False,"{'a': 0.4, 'e': 0.9284790592664542}",20,0,-32.866332876889786,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
762,False,"{'a': 0.4, 'e': 0.9282932508366383}",25,0,-95.72950553197683,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
763,False,"{'a': 0.4, 'e': 0.9281072103335144}",25,0,-94.78773067836401,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
764,False,"{'a': 0.4, 'e': 0.9279209378035927}",25,0,-129.4924377565476,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
765,False,"{'a': 0.4, 'e': 0.9277344332934415}",25,0,-116.442821948456,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
766,False,"{'a': 0.4, 'e': 0.9275476968496869}",20,3,-62.456002144448405,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
767,False,"{'a': 0.4, 'e': 0.9273607285190126}",35,0,-145.72193549979445,"{0: 22, 1: 4, 2: 7, 3: 0, 4: 2}",0
768,False,"{'a': 0.4, 'e': 0.9271735283481612}",20,0,-62.53131958533466,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
769,False,"{'a': 0.4, 'e': 0.9269860963839326}",25,0,-79.20131793097565,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
770,False,"{'a': 0.4, 'e': 0.9267984326731847}",25,0,-135.44223152158105,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
771,False,"{'a': 0.4, 'e': 0.9266105372628335}",20,0,-141.04771567671852,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
772,False,"{'a': 0.4, 'e': 0.9264224101998526}",25,0,-89.35275547593979,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
773,False,"{'a': 0.4, 'e': 0.9262340515312741}",25,0,-118.07039542686721,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
774,False,"{'a': 0.4, 'e': 0.9260454613041876}",35,20,-24.144016211715126,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.4, 'e': 0.9258566395657406}",25,0,-93.46548848987996,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
776,False,"{'a': 0.4, 'e': 0.9256675863631385}",25,11,-11.451912733765319,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
777,False,"{'a': 0.4, 'e': 0.9254783017436445}",25,0,-67.10812878357002,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
778,False,"{'a': 0.4, 'e': 0.9252887857545801}",20,0,-32.934904455622316,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
779,False,"{'a': 0.4, 'e': 0.925099038443324}",20,0,-63.536945751888524,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
780,False,"{'a': 0.4, 'e': 0.9249090598573131}",20,0,-44.88382190512415,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
781,False,"{'a': 0.4, 'e': 0.924718850044042}",30,6,-105.4777782486181,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 1}",1
782,False,"{'a': 0.4, 'e': 0.9245284090510633}",25,17,-1.0434078989479838,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.4, 'e': 0.924337736925987}",20,0,-18.624269662798046,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
784,False,"{'a': 0.4, 'e': 0.9241468337164814}",20,0,-85.95358270647182,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
785,False,"{'a': 0.4, 'e': 0.9239556994702721}",25,0,-47.49212439209027,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
786,False,"{'a': 0.4, 'e': 0.9237643342351429}",25,0,-144.3089611067244,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
787,False,"{'a': 0.4, 'e': 0.9235727380589348}",20,0,-50.28571606634567,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
788,False,"{'a': 0.4, 'e': 0.9233809109895471}",20,0,-220.75360187155778,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
789,False,"{'a': 0.4, 'e': 0.9231888530749364}",20,0,-52.225336556517306,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
790,False,"{'a': 0.4, 'e': 0.9229965643631173}",30,0,-78.89163181481744,"{0: 16, 1: 7, 2: 7, 3: 0, 4: 0}",0
791,False,"{'a': 0.4, 'e': 0.9228040449021618}",20,0,-46.576036619664,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.4, 'e': 0.9226112947402}",25,15,-70.15788781053415,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
793,False,"{'a': 0.4, 'e': 0.9224183139254192}",20,0,-106.40996586937923,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
794,False,"{'a': 0.4, 'e': 0.9222251025060648}",25,0,-84.70861360878975,"{0: 12, 1: 6, 2: 7, 3: 0, 4: 0}",0
795,False,"{'a': 0.4, 'e': 0.9220316605304396}",20,0,-24.209171794464538,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
796,False,"{'a': 0.4, 'e': 0.9218379880469041}",20,0,-78.50591992333955,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
797,False,"{'a': 0.4, 'e': 0.9216440851038763}",20,12,-14.787394726433991,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.4, 'e': 0.921449951749832}",25,0,-78.21009260426271,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
799,False,"{'a': 0.4, 'e': 0.9212555880333047}",20,6,-55.98778634438838,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
800,False,"{'a': 0.4, 'e': 0.9210609940028851}",25,0,-178.57389148837652,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
801,False,"{'a': 0.4, 'e': 0.9208661697072218}",20,0,-70.89966796999073,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
802,False,"{'a': 0.4, 'e': 0.9206711151950209}",25,12,-54.860512130122835,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 1}",1
803,False,"{'a': 0.4, 'e': 0.9204758305150459}",20,0,-109.44895554690324,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
804,False,"{'a': 0.4, 'e': 0.9202803157161181}",20,0,-87.99958310505292,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
805,False,"{'a': 0.4, 'e': 0.9200845708471163}",25,8,-93.99398183188323,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
806,False,"{'a': 0.4, 'e': 0.9198885959569765}",20,0,-141.65004313591382,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
807,False,"{'a': 0.4, 'e': 0.9196923910946924}",25,0,-107.5109410990497,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
808,False,"{'a': 0.4, 'e': 0.9194959563093155}",25,0,-41.863246114528415,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
809,False,"{'a': 0.4, 'e': 0.9192992916499542}",20,0,-99.89501874569245,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
810,False,"{'a': 0.4, 'e': 0.9191023971657747}",20,0,-26.17400850418998,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
811,False,"{'a': 0.4, 'e': 0.9189052729060008}",20,0,-97.91542239602462,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
812,False,"{'a': 0.4, 'e': 0.9187079189199134}",25,0,-181.65206117515942,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
813,False,"{'a': 0.4, 'e': 0.9185103352568511}",25,0,-109.74703381016371,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
814,False,"{'a': 0.4, 'e': 0.9183125219662098}",20,4,-71.59665072575594,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
815,False,"{'a': 0.4, 'e': 0.9181144790974427}",20,0,-64.58312126022157,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
816,False,"{'a': 0.4, 'e': 0.9179162067000607}",30,0,-125.3050043974898,"{0: 16, 1: 6, 2: 7, 3: 0, 4: 1}",0
817,False,"{'a': 0.4, 'e': 0.9177177048236318}",20,0,-82.63150460925586,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
818,False,"{'a': 0.4, 'e': 0.9175189735177814}",30,0,-159.27532656478482,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
819,False,"{'a': 0.4, 'e': 0.9173200128321924}",30,0,-97.69343150967242,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
820,False,"{'a': 0.4, 'e': 0.9171208228166051}",20,12,-60.827808325843456,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
821,False,"{'a': 0.4, 'e': 0.9169214035208167}",25,0,-186.81394960796194,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
822,False,"{'a': 0.4, 'e': 0.9167217549946823}",25,0,-33.19111489033873,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
823,False,"{'a': 0.4, 'e': 0.916521877288114}",30,0,-124.59400387067554,"{0: 14, 1: 8, 2: 7, 3: 0, 4: 1}",0
824,False,"{'a': 0.4, 'e': 0.916321770451081}",25,0,-91.09283920269908,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
825,False,"{'a': 0.4, 'e': 0.9161214345336103}",30,0,-92.0764703616842,"{0: 18, 1: 1, 2: 11, 3: 0, 4: 0}",0
826,False,"{'a': 0.4, 'e': 0.9159208695857856}",25,0,-91.9458271623488,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
827,False,"{'a': 0.4, 'e': 0.9157200756577484}",30,7,-71.76139704586889,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 1}",1
828,False,"{'a': 0.4, 'e': 0.9155190527996969}",30,0,-43.1851258272918,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
829,False,"{'a': 0.4, 'e': 0.9153178010618871}",20,0,-66.59046796076422,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
830,False,"{'a': 0.4, 'e': 0.9151163204946318}",25,0,-108.69149842698421,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
831,False,"{'a': 0.4, 'e': 0.9149146111483011}",25,0,-74.47138290168951,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
832,False,"{'a': 0.4, 'e': 0.9147126730733223}",30,13,-86.34491613635112,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
833,False,"{'a': 0.4, 'e': 0.91451050632018}",25,11,-41.697074958457755,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
834,False,"{'a': 0.4, 'e': 0.914308110939416}",30,1,-85.59977704451262,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 1}",1
835,False,"{'a': 0.4, 'e': 0.914105486981629}",20,2,-130.56457598502033,"{0: 7, 1: 4, 2: 4, 3: 2, 4: 1}",1
836,False,"{'a': 0.4, 'e': 0.913902634497475}",30,0,-134.67635361976596,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 4}",0
837,False,"{'a': 0.4, 'e': 0.9136995535376672}",20,0,-83.17568802534234,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
838,False,"{'a': 0.4, 'e': 0.9134962441529757}",20,0,-102.6265973971274,"{0: 8, 1: 8, 2: 3, 3: 0, 4: 1}",0
839,False,"{'a': 0.4, 'e': 0.9132927063942279}",25,0,-28.70376648026876,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
840,False,"{'a': 0.4, 'e': 0.9130889403123083}",20,0,-90.85016987755762,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
841,False,"{'a': 0.4, 'e': 0.9128849459581584}",25,13,-30.267750195701886,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
842,False,"{'a': 0.4, 'e': 0.9126807233827767}",25,0,-59.5475364852465,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
843,False,"{'a': 0.4, 'e': 0.9124762726372189}",20,0,-115.78685806142178,"{0: 8, 1: 2, 2: 9, 3: 1, 4: 0}",0
844,False,"{'a': 0.4, 'e': 0.9122715937725977}",20,0,-78.52612652634872,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
845,False,"{'a': 0.4, 'e': 0.9120666868400829}",25,0,-86.6775756772697,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
846,False,"{'a': 0.4, 'e': 0.911861551890901}",20,0,-28.223422391815767,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
847,False,"{'a': 0.4, 'e': 0.911656188976336}",25,13,-97.63315613134915,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 2}",1
848,False,"{'a': 0.4, 'e': 0.9114505981477284}",25,0,-118.97415480898461,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
849,False,"{'a': 0.4, 'e': 0.9112447794564762}",25,6,-184.4113159554291,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 4}",1
850,False,"{'a': 0.4, 'e': 0.9110387329540337}",25,0,-69.58501041874825,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
851,False,"{'a': 0.4, 'e': 0.9108324586919128}",20,0,-56.12032750432469,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
852,False,"{'a': 0.4, 'e': 0.9106259567216819}",25,0,-103.93256517228028,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
853,False,"{'a': 0.4, 'e': 0.9104192270949666}",25,0,-72.38287394227143,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
854,False,"{'a': 0.4, 'e': 0.9102122698634492}",20,0,-91.83977546776083,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
855,False,"{'a': 0.4, 'e': 0.9100050850788691}",30,3,-163.39471198458233,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 2}",1
856,False,"{'a': 0.4, 'e': 0.9097976727930226}",20,0,-44.22009274659999,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
857,False,"{'a': 0.4, 'e': 0.9095900330577624}",20,0,-10.22131223814242,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
858,False,"{'a': 0.4, 'e': 0.9093821659249989}",25,0,-173.04647375800494,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
859,False,"{'a': 0.4, 'e': 0.9091740714466986}",20,6,-42.35403023331197,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
860,False,"{'a': 0.4, 'e': 0.9089657496748851}",25,0,-78.83918261834663,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
861,False,"{'a': 0.4, 'e': 0.908757200661639}",25,0,-59.40608853095553,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
862,False,"{'a': 0.4, 'e': 0.9085484244590974}",25,0,-84.77093387673622,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",1
